series_id,model,draw,c50,boundary
melo_a_oil_isopulegol,probit,0,137.96449686315106,False
melo_a_oil_isopulegol,probit,1,140.8423870979493,False
melo_a_oil_isopulegol,probit,2,140.0638122594783,False
melo_a_oil_isopulegol,probit,3,145.83303625386097,False
melo_a_oil_isopulegol,probit,4,145.56277654104065,False
melo_a_oil_isopulegol,probit,5,141.85739389050508,False
melo_a_oil_isopulegol,probit,6,142.06440397800299,False
melo_a_oil_isopulegol,probit,7,144.3675493240634,False
melo_a_oil_isopulegol,probit,8,140.10917842677858,False
melo_a_oil_isopulegol,probit,9,143.31068005594662,False
melo_a_oil_isopulegol,probit,10,142.39619654339432,False
melo_a_oil_isopulegol,probit,11,143.42312580860346,False
melo_a_oil_isopulegol,probit,12,141.42594362595824,False
melo_a_oil_isopulegol,probit,13,142.70687263737207,False
melo_a_oil_isopulegol,probit,14,140.85575567971316,False
melo_a_oil_isopulegol,probit,15,141.60324233126317,False
melo_a_oil_isopulegol,probit,16,142.64969123954225,False
melo_a_oil_isopulegol,probit,17,144.42412947559475,False
melo_a_oil_isopulegol,probit,18,141.3780563309669,False
melo_a_oil_isopulegol,probit,19,141.53593798010596,False
melo_a_oil_isopulegol,probit,20,144.25133026843312,False
melo_a_oil_isopulegol,probit,21,141.59520137226298,False
melo_a_oil_isopulegol,probit,22,140.9207975555421,False
melo_a_oil_isopulegol,probit,23,143.57839855263074,False
melo_a_oil_isopulegol,probit,24,143.46788075979458,False
melo_a_oil_isopulegol,probit,25,143.61059424684618,False
melo_a_oil_isopulegol,probit,26,141.22078848064294,False
melo_a_oil_isopulegol,probit,27,142.71010838565908,False
melo_a_oil_isopulegol,probit,28,141.0643055109932,False
melo_a_oil_isopulegol,probit,29,142.89804057633435,False
melo_a_oil_isopulegol,probit,30,142.06627072985347,False
melo_a_oil_isopulegol,probit,31,143.83739808660326,False
melo_a_oil_isopulegol,probit,32,141.0061552237684,False
melo_a_oil_isopulegol,probit,33,138.7601728773165,False
melo_a_oil_isopulegol,probit,34,142.1728896876016,False
melo_a_oil_isopulegol,probit,35,143.463600306298,False
melo_a_oil_isopulegol,probit,36,141.65535514967573,False
melo_a_oil_isopulegol,probit,37,140.76144579180783,False
melo_a_oil_isopulegol,probit,38,141.00334005889547,False
melo_a_oil_isopulegol,probit,39,143.08207991621387,False
melo_a_oil_isopulegol,probit,40,142.7470467218801,False
melo_a_oil_isopulegol,probit,41,141.35181272555124,False
melo_a_oil_isopulegol,probit,42,143.90669103365983,False
melo_a_oil_isopulegol,probit,43,143.4718734704654,False
melo_a_oil_isopulegol,probit,44,138.33259569895353,False
melo_a_oil_isopulegol,probit,45,143.60802726374436,False
melo_a_oil_isopulegol,probit,46,138.2936260040432,False
melo_a_oil_isopulegol,probit,47,144.30532158228198,False
melo_a_oil_isopulegol,probit,48,139.79874828831396,False
melo_a_oil_isopulegol,probit,49,149.26795192423518,False
melo_a_oil_isopulegol,probit,50,143.79504939002948,False
melo_a_oil_isopulegol,probit,51,145.14672680911175,False
melo_a_oil_isopulegol,probit,52,142.19867460168896,False
melo_a_oil_isopulegol,probit,53,144.21217713447032,False
melo_a_oil_isopulegol,probit,54,144.00058521281863,False
melo_a_oil_isopulegol,probit,55,144.6513197430364,False
melo_a_oil_isopulegol,probit,56,144.11258460876886,False
melo_a_oil_isopulegol,probit,57,145.5497243363449,False
melo_a_oil_isopulegol,probit,58,143.21779732922803,False
melo_a_oil_isopulegol,probit,59,140.8484986530239,False
melo_a_oil_isopulegol,probit,60,141.4422736135029,False
melo_a_oil_isopulegol,probit,61,139.09596477586115,False
melo_a_oil_isopulegol,probit,62,143.73171919197782,False
melo_a_oil_isopulegol,probit,63,139.79972474594763,False
melo_a_oil_isopulegol,probit,64,141.4090505082844,False
melo_a_oil_isopulegol,probit,65,142.96416222773138,False
melo_a_oil_isopulegol,probit,66,139.5461263555909,False
melo_a_oil_isopulegol,probit,67,142.3133933446212,False
melo_a_oil_isopulegol,probit,68,139.9036949170464,False
melo_a_oil_isopulegol,probit,69,142.5748752442449,False
melo_a_oil_isopulegol,probit,70,144.68606134975656,False
melo_a_oil_isopulegol,probit,71,143.29795273068947,False
melo_a_oil_isopulegol,probit,72,141.46482427130152,False
melo_a_oil_isopulegol,probit,73,139.91437306609612,False
melo_a_oil_isopulegol,probit,74,142.0283378393938,False
melo_a_oil_isopulegol,probit,75,140.2583170853475,False
melo_a_oil_isopulegol,probit,76,145.97913727789864,False
melo_a_oil_isopulegol,probit,77,142.14282031381404,False
melo_a_oil_isopulegol,probit,78,143.52377823279642,False
melo_a_oil_isopulegol,probit,79,139.7507230714838,False
melo_a_oil_isopulegol,probit,80,141.79340674616645,False
melo_a_oil_isopulegol,probit,81,136.18281400966757,False
melo_a_oil_isopulegol,probit,82,143.38759793769484,False
melo_a_oil_isopulegol,probit,83,141.29679277201046,False
melo_a_oil_isopulegol,probit,84,149.07042190388222,False
melo_a_oil_isopulegol,probit,85,139.63638760611994,False
melo_a_oil_isopulegol,probit,86,145.5164407240342,False
melo_a_oil_isopulegol,probit,87,144.39846839155675,False
melo_a_oil_isopulegol,probit,88,142.18732240395158,False
melo_a_oil_isopulegol,probit,89,140.34638232785827,False
melo_a_oil_isopulegol,probit,90,138.8014613043629,False
melo_a_oil_isopulegol,probit,91,139.9332139476487,False
melo_a_oil_isopulegol,probit,92,138.4302134198384,False
melo_a_oil_isopulegol,probit,93,144.28769720013213,False
melo_a_oil_isopulegol,probit,94,141.19849279592964,False
melo_a_oil_isopulegol,probit,95,142.44973091147594,False
melo_a_oil_isopulegol,probit,96,141.18971382775825,False
melo_a_oil_isopulegol,probit,97,143.8998326068627,False
melo_a_oil_isopulegol,probit,98,142.03942705888844,False
melo_a_oil_isopulegol,probit,99,144.30371747844478,False
melo_a_oil_isopulegol,probit,100,139.63275117061605,False
melo_a_oil_isopulegol,probit,101,145.57454306486957,False
melo_a_oil_isopulegol,probit,102,137.3355222144997,False
melo_a_oil_isopulegol,probit,103,143.94726077374744,False
melo_a_oil_isopulegol,probit,104,141.62292990332497,False
melo_a_oil_isopulegol,probit,105,144.5612210450956,False
melo_a_oil_isopulegol,probit,106,142.02528148746717,False
melo_a_oil_isopulegol,probit,107,144.5397729356567,False
melo_a_oil_isopulegol,probit,108,143.3663531955789,False
melo_a_oil_isopulegol,probit,109,139.47322866150265,False
melo_a_oil_isopulegol,probit,110,140.99377004250445,False
melo_a_oil_isopulegol,probit,111,140.48865106638848,False
melo_a_oil_isopulegol,probit,112,139.78731655821943,False
melo_a_oil_isopulegol,probit,113,139.58044863132451,False
melo_a_oil_isopulegol,probit,114,143.5643992133268,False
melo_a_oil_isopulegol,probit,115,143.1961366871896,False
melo_a_oil_isopulegol,probit,116,139.4650774744012,False
melo_a_oil_isopulegol,probit,117,139.71942528894687,False
melo_a_oil_isopulegol,probit,118,139.4354146630355,False
melo_a_oil_isopulegol,probit,119,141.17687980060452,False
melo_a_oil_isopulegol,probit,120,140.42684334518714,False
melo_a_oil_isopulegol,probit,121,140.6842897446572,False
melo_a_oil_isopulegol,probit,122,143.38516942564758,False
melo_a_oil_isopulegol,probit,123,141.27360669005503,False
melo_a_oil_isopulegol,probit,124,140.93590847462588,False
melo_a_oil_isopulegol,probit,125,140.80943265979886,False
melo_a_oil_isopulegol,probit,126,139.5886568558958,False
melo_a_oil_isopulegol,probit,127,144.18509903265917,False
melo_a_oil_isopulegol,probit,128,140.2385180810142,False
melo_a_oil_isopulegol,probit,129,139.7272537095796,False
melo_a_oil_isopulegol,probit,130,142.5744632893087,False
melo_a_oil_isopulegol,probit,131,141.2684580917053,False
melo_a_oil_isopulegol,probit,132,141.487866633361,False
melo_a_oil_isopulegol,probit,133,144.34668536978754,False
melo_a_oil_isopulegol,probit,134,144.25449872811407,False
melo_a_oil_isopulegol,probit,135,140.9996085249731,False
